Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
21.39,25.7,0,485,0.004045656,No
21.39,25.7,0,473,0.004045656,No
21.39,25.7,0,475,0.004045656,No
21.39,25.7,0,486,0.004045656,No
21.39,25.7,0,481.5,0.004045656,No
21.39,25.7,0,483,0.004045656,No
21.39,25.7,0,479,0.004045656,No
21.39,25.7,0,479,0.004045656,No
21.39,25.7,0,479,0.004045656,No
21.34,25.7,0,479,0.004033195,No
21.39,25.7,0,479,0.004045656,No
21.39,25.7,0,477,0.004045656,No
21.39,25.7,0,477.5,0.004045656,No
21.29,25.7,0,477.5,0.004020769,No
21.34,25.7,0,480,0.004033195,No
21.29,25.7,0,480,0.004020769,No
21.34,25.7,0,482,0.004033195,No
21.32333333,25.7,0,480.3333333,0.004029049,No
21.34,25.7,0,477.5,0.004033195,No
21.29,25.7,0,476,0.004020769,No
21.39,25.7,0,479,0.004045656,No
21.39,25.7,0,471,0.004045656,No
21.29,25.7,0,474,0.004020769,No
21.29,25.7,0,477.5,0.004020769,No
21.34,25.7,0,476,0.004033195,No
21.29,25.7,0,474.25,0.004020769,No
21.39,25.7,0,475,0.004045656,No
21.29,25.7,0,476.5,0.004020769,No
21.34,25.7,0,474.5,0.004033195,No
21.29,25.7,0,478,0.004020769,No
21.29,25.7,0,475.3333333,0.004020769,No
21.29,25.7,0,477,0.004020769,No
21.29,25.7,0,475.5,0.004020769,No
21.29,25.7,0,477.5,0.004020769,No
21.29,25.7,0,477.5,0.004020769,No
21.29,25.7,0,478,0.004020769,No
21.29,25.7,0,473.5,0.004020769,No
21.29,25.7,0,472.5,0.004020769,No
21.29,25.7,0,472,0.004020769,No
21.29,25.7,0,469.5,0.004020769,No
21.29,25.7,0,466.6666667,0.004020769,No
21.29,25.7,0,467,0.004020769,No
21.29,25.7,0,469.5,0.004020769,No
21.2,25.6,0,469,0.003982828,No
21.29,25.7,0,471,0.004020769,No
21.29,25.7,0,469,0.004020769,No
21.26,25.66666667,0,467.3333333,0.00400809,No
21.245,25.65,0,471.5,0.004001763,No
21.23,25.63333333,0,471.6666667,0.003995443,No
21.29,25.7,0,475,0.004020769,No
21.2,25.6,0,471,0.003982828,No
21.2,25.6,0,471,0.003982828,No
21.245,25.65,0,471,0.004001763,No
21.245,25.65,0,474.5,0.004001763,No
21.2,25.6,0,475.5,0.003982828,No
21.2,25.6,0,474,0.003982828,No
21.2,25.6,0,469,0.003982828,No
21.2,25.6,0,474,0.003982828,No
21.2,25.6,0,474,0.003982828,No
21.2,25.6,0,468.5,0.003982828,No
21.2,25.6,0,469.5,0.003982828,No
21.2,25.6,0,472.5,0.003982828,No
21.2,25.6,0,467.5,0.003982828,No
21.2,25.6,0,469,0.003982828,No
21.2,25.55,0,466.5,0.003974999,No
21.2,25.5,0,469.5,0.003967171,No
21.2,25.5,0,469,0.003967171,No
21.2,25.5,0,467,0.003967171,No
21.2,25.5,0,467.3333333,0.003967171,No
21.2,25.5,0,467,0.003967171,No
21.2,25.5,0,464.5,0.003967171,No
21.2,25.445,0,466,0.00395856,No
21.2,25.5,0,473,0.003967171,No
21.2,25.39,0,475,0.003949949,No
21.2,25.39,0,471,0.003949949,No
21.2,25.39,0,470,0.003949949,No
21.2,25.39,0,466.25,0.003949949,No
21.2,25.39,0,467,0.003949949,No
21.2,25.39,0,473,0.003949949,No
21.2,25.39,0,468,0.003949949,No
21.2,25.39,0,463,0.003949949,No
21.2,25.39,0,466,0.003949949,No
21.2,25.39,0,467,0.003949949,No
21.2,25.29,0,468,0.003934294,No
21.2,25.39,0,468,0.003949949,No
21.2,25.29,0,468,0.003934294,No
21.2,25.34,0,465.5,0.003942121,No
21.2,25.39,0,464,0.003949949,No
21.2,25.34,0,464.5,0.003942121,No
21.2,25.29,0,465.6666667,0.003934294,No
21.2,25.365,0,465.75,0.003946035,No
21.2,25.39,0,464,0.003949949,No
21.2,25.39,0,467,0.003949949,No
21.15,25.39,0,466.5,0.003937768,No
21.2,25.39,0,465,0.003949949,No
21.2,25.39,0,462,0.003949949,No
21.2,25.39,0,459.6666667,0.003949949,No
21.2,25.29,0,458,0.003934294,No
21.2,25.34,0,462.5,0.003942121,No
21.2,25.29,0,467,0.003934294,No
21.2,25.29,0,466.5,0.003934294,No
21.2,25.29,0,463,0.003934294,No
21.2,25.29,0,465,0.003934294,No
21.2,25.29,0,463.25,0.003934294,No
21.2,25.29,0,460,0.003934294,No
21.2,25.29,0,457,0.003934294,No
21.2,25.29,0,456,0.003934294,No
21.245,25.245,0,454,0.003938177,No
21.23,25.23,0,454,0.003932179,No
21.29,25.29,0,458,0.003956216,No
21.2,25.2,0,456,0.003920204,No
21.245,25.245,0,456.5,0.003938177,No
21.245,25.245,0,458.5,0.003938177,No
21.26,25.26,0,459.6666667,0.003944183,No
21.245,25.245,0,464,0.003938177,No
21.245,25.2,0,465,0.003931113,No
21.29,25.2,0,461,0.003942048,No
21.245,25.2,0,458.5,0.003931113,No
21.29,25.2,0,459,0.003942048,No
21.29,25.2,0,451,0.003942048,No
21.29,25.2,0,456,0.003942048,No
21.29,25.2,0,463,0.003942048,No
21.29,25.2,0,461.6666667,0.003942048,No
21.29,25.2,0,458,0.003942048,No
21.29,25.2,0,450,0.003942048,No
21.29,25.2,0,457,0.003942048,No
21.29,25.2,0,456,0.003942048,No
21.29,25.2,0,456,0.003942048,No
21.29,25.2,0,461,0.003942048,No
21.29,25.2,0,463,0.003942048,No
21.29,25.2,0,460,0.003942048,No
21.29,25.2,0,456,0.003942048,No
21.29,25.2,0,454.5,0.003942048,No
21.29,25.2,0,448.5,0.003942048,No
21.29,25.2,0,453.5,0.003942048,No
21.29,25.2,0,454,0.003942048,No
21.29,25.2,0,454,0.003942048,No
21.29,25.245,0,450.5,0.003949132,No
21.29,25.245,0,453,0.003949132,No
21.2,25.2,0,457,0.003920204,No
21.2,25.2,0,452.5,0.003920204,No
21.2,25.2,0,449,0.003920204,No
21.2,25.2,0,458.6666667,0.003920204,No
21.2,25.2,0,454.5,0.003920204,No
21.2,25.245,0,455.5,0.003927249,No
21.2,25.245,0,453.5,0.003927249,No
21.2,25.29,0,452,0.003934294,No
21.2,25.29,0,451.5,0.003934294,No
21.2,25.29,0,451,0.003934294,No
21.16666667,25.35666667,0,450.3333333,0.003936617,No
21.16666667,25.39,0,450,0.003941824,No
21.15,25.39,0,453.5,0.003937768,No
21.1,25.39,0,454,0.003925619,No
21.15,25.39,0,452.5,0.003937768,No
21.1,25.39,0,454,0.003925619,No
21.1,25.39,0,457,0.003925619,No
21.1,25.46333333,0,450.3333333,0.003937029,No
21.1,25.5,0,451,0.003942734,No
21.1,25.5,0,451,0.003942734,No
21.05,25.445,0,449,0.003922035,No
21.1,25.5,0,449,0.003942734,No
21.05,25.445,0,450,0.003922035,No
21.05,25.445,0,449,0.003922035,No
21.1,25.5,0,445,0.003942734,No
21,25.39,0,443,0.003901421,No
21.1,25.5,0,446.5,0.003942734,No
21.1,25.5,0,446,0.003942734,No
21.1,25.5,0,451.5,0.003942734,No
21.1,25.39,0,445,0.003925619,No
21.1,25.39,0,449,0.003925619,No
21.1,25.39,0,451.6666667,0.003925619,No
21.1,25.39,0,452,0.003925619,No
21.1,25.39,0,451,0.003925619,No
21.05,25.34,0,450,0.003905749,No
21.1,25.39,0,450,0.003925619,No
21.1,25.39,0,448,0.003925619,No
21.1,25.39,0,450.6666667,0.003925619,No
21.1,25.39,0,450,0.003925619,No
21.15,25.39,0,446,0.003937768,No
21.1,25.39,0,444,0.003925619,No
21.125,25.39,0,447.5,0.003931689,No
21.13333333,25.39,0,443.3333333,0.003933714,No
21.1,25.34,0,443.5,0.00391784,No
21.1,25.34,0,444,0.00391784,No
21.15,25.34,0,449,0.003929964,No
21.2,25.29,0,449.3333333,0.003934294,No
21.15,25.29,0,448,0.003922161,No
21.15,25.245,0,449.5,0.003915138,No
21.2,25.245,0,450,0.003927249,No
21.2,25.2,0,447,0.003920204,No
21.2,25.2,0,446,0.003920204,No
21.13333333,25.2,0,443,0.003904093,No
21.16666667,25.2,0,444,0.003912141,No
21.2,25.2,0,444.5,0.003920204,No
21.2,25.2,0,445,0.003920204,No
21.2,25.2,0,451,0.003920204,No
21.2,25.2,0,450,0.003920204,No
21.2,25.2,0,444,0.003920204,No
21.2,25.2,0,443,0.003920204,No
21.2,25.1,0,438.5,0.00390455,No
21.2,25.1,0,441,0.00390455,No
21.2,25.1,0,444,0.00390455,No
21.2,25.15,0,441.5,0.003912377,No
21.2,25.1,0,441,0.00390455,No
21.2,25.1,0,439.5,0.00390455,No
21.2,25.1,0,441,0.00390455,No
21.2,25.1,0,442,0.00390455,No
21.2,25.1,0,441,0.00390455,No
21.2,25.1,0,436,0.00390455,No
21.2,25.1,0,442.5,0.00390455,No
21.2,25.1,0,446,0.00390455,No
21.2,25.1,0,443,0.00390455,No
21.2,25.1,0,437.5,0.00390455,No
21.2,25.1,0,440.5,0.00390455,No
21.2,25.05,0,439.5,0.003896724,No
21.2,25,0,443,0.003888897,No
21.2,25,0,443,0.003888897,No
21.2,25,0,438.5,0.003888897,No
21.2,25,0,438,0.003888897,No
21.2,25,0,442.3333333,0.003888897,No
21.2,25,0,448,0.003888897,No
21.2,25.1,0,447.5,0.00390455,No
21.125,25.1,0,445.75,0.003886502,No
21.1,25,0,439,0.003864945,No
21.1,25.1,0,440,0.003880502,No
21.1,25.1,0,441.5,0.003880502,No
21.1,25.06666667,0,439,0.003875316,No
21.1,25,0,439,0.003864945,No
21.1,25.1,0,437.5,0.003880502,No
21.05,25.05,0,437.5,0.003860772,No
21.1,25.1,0,439.3333333,0.003880502,No
21.1,25.1,0,443,0.003880502,No
21,25,0,440.5,0.003841124,No
21,25,0,442.3333333,0.003841124,No
21,25,0,440.6666667,0.003841124,No
21,25,0,440,0.003841124,No
21,25,0,439,0.003841124,No
21,25,0,442,0.003841124,No
21,25,0,443.5,0.003841124,No
21,25,0,445,0.003841124,No
21,25,0,445,0.003841124,No
21,25.05,0,442.5,0.003848854,No
21,25.1,0,440,0.003856584,No
21,25,0,439.5,0.003841124,No
21,25,0,438.5,0.003841124,No
21,25,0,435,0.003841124,No
21,25,0,439.5,0.003841124,No
21,25,0,440.5,0.003841124,No
21,25,0,439.5,0.003841124,No
21,25,0,441,0.003841124,No
21,25,0,442,0.003841124,No
21,25,0,445,0.003841124,No
21,25,0,444,0.003841124,No
21,25,0,445,0.003841124,No
21,24.89,0,444,0.003824119,No
21,24.89,0,443,0.003824119,No
21,24.89,0,448,0.003824119,No
21.05,24.945,0,443,0.003844489,No
21.05,24.945,0,440,0.003844489,No
21,24.89,0,440,0.003824119,No
21.03333333,24.92666667,0,441,0.00383769,No
21.05,24.945,0,440.5,0.003844489,No
21.05,24.945,0,444.5,0.003844489,No
21.1,25,0,446,0.003864945,No
21.05,24.945,0,442.5,0.003844489,No
21,24.89,0,439,0.003824119,No
21.1,24.89,0,441,0.003847834,No
21.1,24.89,0,438.3333333,0.003847834,No
21.03333333,24.89,0,439.5,0.00383201,No
21.075,24.9725,0,440.75,0.003854707,No
21.03333333,24.92666667,0,437,0.00383769,No
21.1,24.945,0,440.5,0.00385639,No
21.1,24.9175,0,442.25,0.003852112,No
21.1,24.89,0,435,0.003847834,No
21.1,24.89,0,435.5,0.003847834,No
21.1,24.89,0,432,0.003847834,No
21.1,24.89,0,439.5,0.003847834,No
21.05,24.84,0,442.5,0.003828207,No
21.1,24.89,0,438.5,0.003847834,No
21.05,24.84,0,435.5,0.003828207,No
21.06666667,24.85666667,0,437.3333333,0.003834741,No
21.1,24.89,0,437,0.003847834,No
21.03333333,24.82333333,0,438,0.003821683,No
21.025,24.84,0,435,0.003822295,No
21,24.79,0,440,0.003808661,No
21,24.82333333,0,441.3333333,0.003813814,No
21,24.85666667,0,435,0.003818966,No
21,24.89,0,432,0.003824119,No
21,24.89,0,435.5,0.003824119,No
21,24.89,0,444,0.003824119,No
21,24.84,0,444.5,0.00381639,No
21,24.89,0,446,0.003824119,No
21,24.89,0,445,0.003824119,No
21,24.89,0,438.3333333,0.003824119,No
21,24.89,0,445.5,0.003824119,No
21,24.89,0,439,0.003824119,No
21,24.89,0,439,0.003824119,No
20.945,24.89,0,439.5,0.003811131,No
20.96333333,24.89,0,443.3333333,0.003815456,No
20.89,24.89,0,443.5,0.003798181,No
20.92666667,24.89,0,444,0.00380681,No
21,24.89,0,447.5,0.003824119,No
20.89,24.89,0,445.5,0.003798181,No
20.89,24.89,0,443,0.003798181,No
20.89,24.89,0,438,0.003798181,No
20.89,24.89,0,428,0.003798181,No
20.89,24.89,0,431,0.003798181,No
20.89,24.89,0,441,0.003798181,No
20.89,24.89,0,446,0.003798181,No
20.89,24.89,0,447,0.003798181,No
20.89,24.89,0,439,0.003798181,No
20.89,24.89,0,438.3333333,0.003798181,No
20.89,24.89,0,442,0.003798181,No
20.92666667,24.79,0,443.3333333,0.003791422,No
20.89,24.79,0,448,0.003782829,No
20.89,24.79,0,444.5,0.003782829,No
20.92666667,24.79,0,443.3333333,0.003791422,No
20.945,24.79,0,445,0.003795725,No
21,24.7,0,445,0.003794749,No
21,24.7,0,443.5,0.003794749,No
21,24.7,0,439,0.003794749,No
21,24.7,0,441.5,0.003794749,No
21,24.63333333,0,441.3333333,0.003784445,No
21,24.6,0,441,0.003779293,No
21,24.6,0,441,0.003779293,No
21,24.6,0,440,0.003779293,No
21,24.6,0,436,0.003779293,No
21,24.6,0,444,0.003779293,No
21,24.6,0,442,0.003779293,No
21,24.6,0,443.6666667,0.003779293,No
21,24.6,0,439.5,0.003779293,No
21,24.56666667,0,439.3333333,0.003774141,No
21,24.55,0,443.5,0.003771565,No
21,24.5,0,445,0.003763837,No
21,24.5,0,441.5,0.003763837,No
21,24.5,0,445,0.003763837,No
21,24.5,0,444.5,0.003763837,No
21,24.5,0,443.6666667,0.003763837,No
21,24.5,0,445.5,0.003763837,No
21,24.445,0,445,0.003755336,No
21,24.445,0,443.5,0.003755336,No
21,24.39,0,447,0.003746836,No
21,24.39,0,444,0.003746836,No
21,24.5,0,442.5,0.003763837,No
21,24.42666667,0,445,0.003752503,No
21,24.5,0,444,0.003763837,No
21,24.39,0,440,0.003746836,No
21,24.39,0,445.5,0.003746836,No
21,24.39,0,444.5,0.003746836,No
21,24.39,0,442.5,0.003746836,No
21,24.39,0,444,0.003746836,No
21,24.39,0,442,0.003746836,No
21,24.35666667,0,442.6666667,0.003741685,No
21,24.29,0,439,0.003731382,No
20.89,24.39,0,440,0.003721425,No
20.945,24.39,0,440,0.003734112,No
21,24.39,0,444,0.003746836,No
20.89,24.39,0,439.5,0.003721425,No
20.89,24.39,0,440,0.003721425,No
20.89,24.39,0,440,0.003721425,No
20.89,24.29,0,442,0.003706077,No
20.89,24.34,0,445,0.003713751,No
20.85666667,24.35666667,0,447,0.00370865,No
20.89,24.39,0,446,0.003721425,No
20.89,24.34,0,445,0.003713751,No
20.89,24.39,0,445,0.003721425,No
20.89,24.29,0,443,0.003706077,No
20.89,24.29,0,442,0.003706077,No
20.84,24.245,0,444,0.003687739,No
20.89,24.39,0,443.5,0.003721425,No
20.89,24.29,0,441,0.003706077,No
20.85666667,24.26,0,441,0.003693843,No
20.89,24.29,0,444,0.003706077,No
20.89,24.29,0,445.5,0.003706077,No
20.89,24.29,0,441,0.003706077,No
20.89,24.29,0,445.3333333,0.003706077,No
20.89,24.2,0,442,0.003692263,No
20.89,24.29,0,442,0.003706077,No
20.89,24.2,0,446.5,0.003692263,No
20.85666667,24.16666667,0,444.3333333,0.003679548,No
20.89,24.2,0,445.5,0.003692263,No
20.89,24.2,0,441.5,0.003692263,No
20.865,24.175,0,447.25,0.003682724,No
20.89,24.2,0,448,0.003692263,No
20.89,24.175,0,447.25,0.003688426,No
20.89,24.2,0,439,0.003692263,No
20.89,24.15,0,440,0.003684589,No
20.89,24.2,0,440,0.003692263,No
20.89,24.1,0,445,0.003676916,No
20.89,24,0,438,0.003661569,No
20.945,24,0,438.5,0.00367405,No
21,24,0,440,0.003686568,No
20.945,24,0,446,0.00367405,No
20.945,24,0,447,0.00367405,No
20.92666667,24,0,447,0.003669885,No
20.89,24,0,445,0.003661569,No
20.89,24,0,446.5,0.003661569,No
20.945,24,0,446,0.00367405,No
20.89,23.89,0,453,0.003644688,No
21,23.89,0,451,0.003669572,No
21,23.84,0,448.5,0.003661847,No
21,23.82333333,0,444.6666667,0.003659272,No
21,23.79,0,447,0.003654121,No
21,23.79,0,447,0.003654121,No
21,23.79,0,445,0.003654121,No
21,23.79,0,446.5,0.003654121,No
21,23.79,0,446.5,0.003654121,No
21,23.7675,0,442.25,0.003650645,No
21,23.79,0,443,0.003654121,No
21,23.79,0,443,0.003654121,No
20.96333333,23.79,0,442.3333333,0.003645846,No
20.89,23.79,0,444.5,0.003629343,No
